bodyId_pre,bodyId_post,roi,weight,type_pre,type_post
10182,16917,LO(L),6,T2,LC4
10182,27750,LO(L),7,T2,LC4
10182,29417,LO(L),6,T2,LC4
10182,29469,LO(L),3,T2,LC4
10182,30087,LO(L),9,T2,LC4
10182,31301,LO(L),4,T2,LC4
10182,35262,LO(L),2,T2,LC4
10182,111787,LO(L),2,T2,LC4
10851,16917,LO(L),11,Tm2,LC4
10851,30087,LO(L),2,Tm2,LC4
11000,32237,LO(L),2,Tm16,LPLC2
11000,40811,LO(L),2,Tm16,LPLC2
11766,23226,LO(L),5,Tm5Y,LC4
11766,28011,LO(L),2,Tm5Y,LPLC2
11766,54962,LO(L),4,Tm5Y,LC6
11766,70691,LO(L),3,Tm5Y,LC6
11766,513999,LO(L),2,Tm5Y,LC6
11766,517079,LO(L),3,Tm5Y,LPLC2
11766,520764,LO(L),8,Tm5Y,LPLC2
11766,521115,LO(L),7,Tm5Y,LPLC2
11766,536444,LO(L),6,Tm5Y,LPLC2
11766,536444,Optic-unspecified(L),3,Tm5Y,LPLC2
12080,27750,LO(L),3,Tm5Y,LC4
12080,29753,LO(L),3,Tm5Y,LPLC2
12080,29753,Optic-unspecified(L),1,Tm5Y,LPLC2
12080,34051,LO(L),6,Tm5Y,LPLC2
12080,37903,LO(L),2,Tm5Y,LC6
12080,524366,LO(L),2,Tm5Y,LPLC2
12116,22253,LO(L),1,Tm2,LPLC2
12116,22922,LO(L),5,Tm2,LC4
12116,31308,LO(L),3,Tm2,LC4
12116,519931,LO(L),7,Tm2,LC4
12234,43248,LO(L),2,Tm16,LC6
12234,514670,LO(L),6,Tm16,LPLC2
12277,29319,LO(L),1,TmY15,LPLC2
12277,29319,LOP(L),1,TmY15,LPLC2
12277,29417,LO(L),2,TmY15,LC4
12277,29469,LO(L),1,TmY15,LC4
12277,30087,LO(L),2,TmY15,LC4
12277,32737,LOP(L),1,TmY15,LPLC2
12277,33965,LOP(L),1,TmY15,LPLC2
12694,16809,LO(L),2,TmY15,LC4
12694,26416,LO(L),1,TmY15,LPLC2
12694,518730,LO(L),2,TmY15,LC4
12709,31105,LO(L),3,TmY5a,LPLC2
12709,32237,LOP(L),3,TmY5a,LPLC2
12741,17653,LO(L),8,Tm2,LC4
12741,20859,LO(L),4,Tm2,LC4
12836,14888,LO(L),6,T2,LC4
12836,24523,LO(L),7,T2,LC4
12836,515900,LO(L),2,T2,LC4
12836,520449,LO(L),17,T2,LC4
12847,36184,LO(L),1,TmY10,LC6
12847,513999,LO(L),4,TmY10,LC6
12967,15018,LO(L),5,T2,LC4
12967,17608,LO(L),8,T2,LC4
12967,514956,LO(L),2,T2,LC4
12967,530029,LO(L),10,T2,LC4
13262,14030,LOP(L),1,TmY5a,LPLC2
13262,17880,LOP(L),1,TmY5a,LPLC2
13262,24605,LO(L),2,TmY5a,LPLC2
13262,35424,LO(L),2,TmY5a,LC6
13262,511914,LO(L),2,TmY5a,LC4
13292,40105,LO(L),2,TmY4,LC6
13421,511914,LO(L),1,Tm3,LC4
13691,25209,LO(L),3,T2a,LPLC2
13691,33965,LO(L),4,T2a,LPLC2
13765,17990,LO(L),13,Tm5Y,LPLC2
13765,20329,LO(L),6,Tm5Y,LPLC2
13765,20976,LO(L),2,Tm5Y,LC4
13765,23349,LO(L),6,Tm5Y,LPLC2
13765,24568,LO(L),2,Tm5Y,LPLC2
13765,25524,LO(L),15,Tm5Y,LPLC2
13765,30436,LO(L),7,Tm5Y,LC6
13765,42082,LO(L),1,Tm5Y,LC6
13765,43248,LO(L),4,Tm5Y,LC6
13882,18900,LOP(L),2,T4a,LPLC2
13882,18936,LOP(L),1,T4a,LPLC2
13882,21361,LOP(L),1,T4a,LPLC2
13949,31308,LO(L),3,T2,LC4
13949,512705,LO(L),4,T2,LC4
13949,518016,LO(L),3,T2,LC4
13949,518544,LO(L),2,T2,LC4
13949,535341,LO(L),13,T2,LC4
13979,17270,LO(L),1,Tm1,LC4
14166,20440,LO(L),9,Tm3,LC4
14166,524899,LO(L),3,Tm3,LC4
14177,27399,LO(L),5,TmY5a,LPLC2
14177,27399,LOP(L),4,TmY5a,LPLC2
14177,27399,Optic-unspecified(L),3,TmY5a,LPLC2
14177,32737,LO(L),2,TmY5a,LPLC2
14177,42082,LO(L),1,TmY5a,LC6
14177,518544,LO(L),2,TmY5a,LC4
14326,17990,LOP(L),7,T5b,LPLC2
14326,20240,LOP(L),7,T5b,LPLC2
14870,13764,LO(L),2,Tm5Y,LPLC2
14870,14102,LO(L),3,Tm5Y,LPLC2
14870,15804,LO(L),3,Tm5Y,LPLC2
14870,17880,LO(L),7,Tm5Y,LPLC2
14870,23247,LO(L),8,Tm5Y,LPLC2
14870,25575,LO(L),5,Tm5Y,LPLC2
14870,28279,LO(L),4,Tm5Y,LC6
15060,17478,LO(L),6,Tm2,LC4
15060,20859,LO(L),4,Tm2,LC4
15098,19911,LO(L),1,TmY15,LPLC2
15098,30895,LO(L),2,TmY15,LPLC2
15098,31301,LO(L),1,TmY15,LC4
15098,31429,LO(L),2,TmY15,LC4
15098,34845,LO(L),4,TmY15,LC4
15270,20572,LO(L),7,Tm2,LC4
15270,533129,LO(L),7,Tm2,LC4
15346,18432,LO(L),9,T2,LC4
15346,35262,LO(L),6,T2,LC4
15346,111787,LO(L),7,T2,LC4
15346,512705,LO(L),8,T2,LC4
15346,518016,LO(L),10,T2,LC4
15346,535341,LO(L),1,T2,LC4
15529,20440,LO(L),10,Tm4,LC4
15529,23226,LO(L),15,Tm4,LC4
15529,25854,LO(L),2,Tm4,LPLC2
15529,100485,LO(L),2,Tm4,LC4
15529,515476,LO(L),5,Tm4,LC4
15529,536444,LO(L),5,Tm4,LPLC2
15677,16809,LO(L),4,T2,LC4
15677,27750,LO(L),14,T2,LC4
15677,34845,LO(L),6,T2,LC4
15677,37587,LO(L),9,T2,LC4
15710,25027,LO(L),1,TmY3,LPLC2
15710,27750,LO(L),2,TmY3,LC4
15710,29469,LO(L),11,TmY3,LC4
15710,30895,LOP(L),5,TmY3,LPLC2
15710,30895,LO(L),2,TmY3,LPLC2
15710,31301,LO(L),15,TmY3,LC4
15710,34051,LO(L),3,TmY3,LPLC2
15710,37963,LO(L),2,TmY3,LC6
15710,111787,LO(L),2,TmY3,LC4
15743,26730,LOP(R),6,TmY14,LPLC2
15743,29183,LOP(R),6,TmY14,LPLC2
15747,18432,LO(L),3,Tm2,LC4
15747,111787,LO(L),3,Tm2,LC4
15747,512705,LO(L),4,Tm2,LC4
15747,518016,LO(L),9,Tm2,LC4
15875,30895,LOP(L),1,TmY13,LPLC2
15938,24840,LO(L),2,Tm16,LPLC2
15938,32737,LO(L),1,Tm16,LPLC2
15938,512705,LO(L),2,Tm16,LC4
15949,111787,LO(L),23,Tm4,LC4
15969,20976,LO(L),6,Tm2,LC4
15969,22922,LO(L),1,Tm2,LC4
15969,516909,LO(L),7,Tm2,LC4
16028,27716,LOP(L),1,TmY4,LPLC2
16092,12384,LO(L),3,Tm5Y,LPLC2
16092,14888,LO(L),1,Tm5Y,LC4
16092,17880,LO(L),5,Tm5Y,LPLC2
16092,24523,LO(L),1,Tm5Y,LC4
16092,24605,LO(L),3,Tm5Y,LPLC2
16092,35424,LO(L),2,Tm5Y,LC6
16092,40378,LO(L),2,Tm5Y,LC6
16092,517078,LOP(L),1,Tm5Y,LPLC2
16092,518983,LO(L),1,Tm5Y,LC4
16122,25136,LOP(L),8,T4c,LPLC2
16122,30512,LOP(L),3,T4c,LPLC2
16122,30893,LOP(L),2,T4c,LPLC2
16122,32237,LOP(L),2,T4c,LPLC2
16211,18900,LO(L),6,Tm5Y,LPLC2
16211,21361,LO(L),7,Tm5Y,LPLC2
16211,69677,LO(L),2,Tm5Y,LC6
16211,95241,LO(L),3,Tm5Y,LPLC2
16211,100103,LO(L),6,Tm5Y,LPLC2
16310,26416,LOP(L),2,T4c,LPLC2
16354,21703,LO(R),2,Tm5a,LPLC2
16406,18936,LOP(L),1,TmY10,LPLC2
16406,43248,LO(L),3,TmY10,LC6
16555,36978,LO(L),15,Tm5b,LC6
16555,514670,LO(L),2,Tm5b,LPLC2
16594,17340,LO(L),2,TmY15,LC4
16594,77614,LO(L),3,TmY15,LC4
16594,512366,LO(L),2,TmY15,LC4
16737,27023,LOP(L),3,T4a,LPLC2
16737,34407,LOP(L),7,T4a,LPLC2
16765,25027,LO(L),1,TmY3,LPLC2
16765,27796,LOP(L),1,TmY3,LPLC2
16765,29319,LOP(L),6,TmY3,LPLC2
16765,29319,LO(L),2,TmY3,LPLC2
16765,29469,LO(L),3,TmY3,LC4
16765,30087,LO(L),14,TmY3,LC4
16765,35262,LO(L),14,TmY3,LC4
16765,517752,LO(L),12,TmY3,LC4
16765,535341,LO(L),8,TmY3,LC4
16845,17478,LO(L),1,Tm16,LC4
16845,514670,LO(L),4,Tm16,LPLC2
16976,19911,LO(L),1,Tm5Y,LPLC2
16976,21299,LOP(L),3,Tm5Y,LPLC2
16976,21299,Optic-unspecified(L),2,Tm5Y,LPLC2
16976,26416,LO(L),19,Tm5Y,LPLC2
16976,111903,LO(L),3,Tm5Y,LPLC2
16976,517372,LO(L),7,Tm5Y,LC6
17062,11498,LOP(L),1,TmY15,LPLC2
17062,14030,LOP(L),1,TmY15,LPLC2
17062,14888,LO(L),2,TmY15,LC4
17062,17653,LO(L),2,TmY15,LC4
17062,81112,LO(L),1,TmY15,LC4
17062,515900,LO(L),6,TmY15,LC4
17125,17653,LO(L),2,Tm4,LC4
17125,20859,LO(L),6,Tm4,LC4
17125,95241,LO(L),7,Tm4,LPLC2
17139,23226,LO(L),3,TmY15,LC4
17139,28188,LO(L),1,TmY15,LPLC2
17139,28980,LO(L),1,TmY15,LC4
17139,29514,LO(L),2,TmY15,LC4
17139,31308,LO(L),5,TmY15,LC4
17139,518544,LO(L),1,TmY15,LC4
17139,519931,LO(L),4,TmY15,LC4
17141,20329,LO(L),2,TmY3,LPLC2
17141,20572,LO(L),10,TmY3,LC4
17141,20976,LO(L),20,TmY3,LC4
17141,22922,LO(L),7,TmY3,LC4
17141,25524,LO(L),1,TmY3,LPLC2
17141,69677,LO(L),1,TmY3,LC6
17141,516909,LO(L),15,TmY3,LC4
17141,533129,LO(L),11,TmY3,LC4
17359,107513,LO(L),1,TmY14,LC4
17363,27750,LO(L),4,Tm2,LC4
17363,31301,LO(L),4,Tm2,LC4
17363,34845,LO(L),8,Tm2,LC4
17401,33137,LO(L),7,Tm2,LC4
17401,511914,LO(L),4,Tm2,LC4
17423,12032,LO(L),1,TmY14,LC4
17431,81112,LO(L),5,Tm2,LC4
17431,515900,LO(L),6,Tm2,LC4
17431,518983,LO(L),3,Tm2,LC4
17431,520449,LO(L),2,Tm2,LC4
17479,18432,LO(L),6,Tm2,LC4
17479,31301,LO(L),8,Tm2,LC4
17497,17340,LO(L),3,TmY18,LC4
17497,19830,LO(L),2,TmY18,LPLC2
17497,19830,LOP(L),1,TmY18,LPLC2
17497,31943,LO(L),4,TmY18,LC6
17581,15804,LO(L),1,Tm4,LPLC2
17581,20572,LO(L),3,Tm4,LC4
17581,20976,LO(L),1,Tm4,LC4
17581,23202,LO(L),9,Tm4,LC4
17581,25575,LO(L),5,Tm4,LPLC2
17581,35616,LO(L),4,Tm4,LC4
17597,18842,LO(L),1,TmY5a,LC6
17597,20329,LOP(L),1,TmY5a,LPLC2
17597,23247,LO(L),1,TmY5a,LPLC2
17597,25575,LO(L),1,TmY5a,LPLC2
17597,28279,LO(L),2,TmY5a,LC6
17597,37009,LO(L),7,TmY5a,LC6
17598,24187,LOP(R),1,TmY14,LPLC2
17601,12824,LO(L),1,TmY14,LC4
17622,16917,LO(L),4,Tm3,LC4
17622,29514,LO(L),1,Tm3,LC4
17622,107513,LO(L),5,Tm3,LC4
17622,515476,LO(L),1,Tm3,LC4
17662,77614,LO(L),2,TmY15,LC4
17662,111903,LOP(L),1,TmY15,LPLC2
17662,518730,LO(L),2,TmY15,LC4
17737,27750,LO(L),2,Tm2,LC4
17737,31301,LO(L),4,Tm2,LC4
17737,34845,LO(L),8,Tm2,LC4
17740,12824,LO(L),4,Tm5Y,LC4
17740,14102,LO(L),12,Tm5Y,LPLC2
17740,18842,LO(L),2,Tm5Y,LC6
17740,18900,Optic-unspecified(L),4,Tm5Y,LPLC2
17740,18900,LOP(L),1,Tm5Y,LPLC2
17740,25575,LO(L),15,Tm5Y,LPLC2
17740,28279,LO(L),1,Tm5Y,LC6
17740,37009,LO(L),2,Tm5Y,LC6
17795,33303,LO(L),8,Tm20,LPLC2
17795,517079,LO(L),3,Tm20,LPLC2
17829,23226,LO(L),6,T2,LC4
17829,31308,LO(L),6,T2,LC4
17829,35262,LO(L),4,T2,LC4
17829,100485,LO(L),4,T2,LC4
17829,517752,LO(L),2,T2,LC4
17829,535341,LO(L),5,T2,LC4
17932,514956,LO(L),1,TmY14,LC4
17944,17860,LO(R),1,TmY14,LC4
18008,13764,LOP(L),1,TmY14,LPLC2
18021,27750,LO(L),7,Tm2,LC4
18021,29417,LO(L),1,Tm2,LC4
18021,514956,LO(L),11,Tm2,LC4
18025,29469,LO(L),1,Tm3,LC4
18025,30087,LO(L),5,Tm3,LC4
18025,35262,LO(L),1,Tm3,LC4
18096,14888,LO(L),1,T2,LC4
18096,515900,LO(L),5,T2,LC4
18096,518983,LO(L),9,T2,LC4
18096,520449,LO(L),11,T2,LC4
18103,30893,LO(L),2,Tm4,LPLC2
18103,37587,LO(L),3,Tm4,LC4
18117,17270,LO(L),9,TmY3,LC4
18117,18432,LO(L),16,TmY3,LC4
18117,24308,LO(L),3,TmY3,LPLC2
18117,24308,LOP(L),2,TmY3,LPLC2
18117,27023,LOP(L),5,TmY3,LPLC2
18117,27829,LO(L),16,TmY3,LC4
18117,34407,LO(L),5,TmY3,LPLC2
18117,512705,LO(L),3,TmY3,LC4
18117,518016,LO(L),11,TmY3,LC4
18154,81112,LO(L),22,TmY3,LC4
18154,515900,LO(L),25,TmY3,LC4
18198,17270,LO(L),1,TmY15,LC4
18198,20976,LO(L),1,TmY15,LC4
18198,23202,LO(L),2,TmY15,LC4
18198,512705,LO(L),2,TmY15,LC4
18200,16917,LO(L),1,TmY14,LC4
18200,514956,LO(L),1,TmY14,LC4
18202,28279,LO(L),2,Tm16,LC6
18202,36311,LO(L),2,Tm16,LC6
18202,112292,LO(L),2,Tm16,LPLC2
18223,24840,LO(L),6,Tm5c,LPLC2
18223,27399,LO(L),2,Tm5c,LPLC2
18223,32737,LO(L),1,Tm5c,LPLC2
18223,42082,LO(L),1,Tm5c,LC6
18223,518016,LO(L),2,Tm5c,LC4
18240,16809,LO(L),3,TmY15,LC4
18256,14888,LO(L),1,T5b,LC4
18256,17880,LOP(L),3,T5b,LPLC2
18256,20967,LO(L),1,T5b,LC4
18256,23247,LOP(L),8,T5b,LPLC2
18256,24605,LOP(L),2,T5b,LPLC2
18258,25027,Optic-unspecified(L),1,TmY14,LPLC2
18310,23226,LO(L),6,T2,LC4
18310,35262,LO(L),3,T2,LC4
18310,111787,LO(L),4,T2,LC4
18310,512705,LO(L),7,T2,LC4
18310,517752,LO(L),4,T2,LC4
18310,518544,LO(L),6,T2,LC4
18310,535341,LO(L),5,T2,LC4
18318,17364,LO(R),1,TmY14,LC4
18347,20976,LO(L),7,Tm2,LC4
18347,518544,LO(L),8,Tm2,LC4
18355,24523,LO(L),10,Tm3,LC4
18355,33137,LO(L),2,Tm3,LC4
18355,511914,LO(L),2,Tm3,LC4
18357,14888,LO(L),1,Tm3,LC4
18357,515900,LO(L),3,Tm3,LC4
18421,17774,LO(L),1,TmY10,LPLC2
18421,33215,LO(L),1,TmY10,LC6
18421,44469,LO(L),1,TmY10,LC6
18421,95241,LO(L),1,TmY10,LPLC2
18451,24308,LOP(L),1,TmY5a,LPLC2
18451,34407,LO(L),2,TmY5a,LPLC2
18451,34803,LO(L),1,TmY5a,LC6
18451,42411,LO(L),1,TmY5a,LC6
18451,129687,LO(L),4,TmY5a,LPLC2
18487,12824,LO(L),2,T2,LC4
18487,20572,LO(L),1,T2,LC4
18487,20976,LO(L),3,T2,LC4
18487,23202,LO(L),1,T2,LC4
18487,516909,LO(L),4,T2,LC4
18487,533129,LO(L),7,T2,LC4
18523,16128,LO(R),1,TmY15,LC4
18523,17054,LO(R),2,TmY15,LC4
18523,17548,LO(R),1,TmY15,LC4
18523,17987,LO(R),1,TmY15,LC4
18533,14888,LO(L),3,Tm3,LC4
18647,11498,LO(L),1,TmY5a,LPLC2
18647,13132,LO(L),1,TmY5a,LPLC2
18647,75415,LO(L),2,TmY5a,LC6
18652,13132,LO(L),2,Tm16,LPLC2
18655,16809,LO(L),4,T2,LC4
18655,27624,LO(L),13,T2,LC4
18655,37587,LO(L),4,T2,LC4
18655,512366,LO(L),3,T2,LC4
18667,12824,LO(L),5,Tm3,LC4
18667,23202,LO(L),1,Tm3,LC4
18676,16128,LO(R),7,TmY15,LC4
18676,17551,LO(R),1,TmY15,LPLC2
18692,24523,LO(L),2,TmY15,LC4
18692,33137,LO(L),1,TmY15,LC4
18735,17860,LO(R),1,TmY14,LC4
18808,27750,LO(L),1,Tm2,LC4
18808,29469,LO(L),14,Tm2,LC4
18808,530029,LO(L),3,Tm2,LC4
18855,17478,LO(L),3,TmY15,LC4
18855,533129,LO(L),2,TmY15,LC4
18887,20572,LO(L),5,Tm2,LC4
18887,35616,LO(L),3,Tm2,LC4
19094,515900,LO(L),2,Tm3,LC4
19094,518983,LO(L),2,Tm3,LC4
19186,35262,LO(L),2,Tm3,LC4
19186,111787,LO(L),8,Tm3,LC4
19186,535341,LO(L),9,Tm3,LC4
19203,17990,LO(L),7,Tm5Y,LPLC2
19203,20240,LO(L),4,Tm5Y,LPLC2
19203,21361,LO(L),2,Tm5Y,LPLC2
19203,30436,LO(L),3,Tm5Y,LC6
19203,43248,LO(L),3,Tm5Y,LC6
19203,100103,LO(L),10,Tm5Y,LPLC2
19203,514670,LO(L),7,Tm5Y,LPLC2
19203,514670,ME(L),4,Tm5Y,LPLC2
19219,35262,LO(L),10,Tm2,LC4
19219,111787,LO(L),4,Tm2,LC4
19219,535341,LO(L),2,Tm2,LC4
19230,24308,LO(L),1,TmY5a,LPLC2
19230,129687,LOP(L),2,TmY5a,LPLC2
19384,19787,LO(L),3,Tm5c,LPLC2
19384,22772,LO(L),1,Tm5c,LC4
19384,68133,LO(L),1,Tm5c,LC6
19506,12824,LO(L),8,Tm4,LC4
19506,18900,LO(L),1,Tm4,LPLC2
19506,20859,LO(L),5,Tm4,LC4
19506,24523,LO(L),2,Tm4,LC4
19506,112292,LO(L),3,Tm4,LPLC2
19714,20399,LO(R),1,TmY14,LC4
19729,25136,LO(L),1,TmY5a,LPLC2
19729,30512,LOP(L),4,TmY5a,LPLC2
19729,32237,LOP(L),2,TmY5a,LPLC2
19729,35294,LOP(L),4,TmY5a,LPLC2
19729,35294,LO(L),1,TmY5a,LPLC2
19729,80160,LO(L),2,TmY5a,LC6
19729,524366,LO(L),2,TmY5a,LPLC2
19729,530029,LO(L),2,TmY5a,LC4
19739,18432,LO(L),6,TmY3,LC4
19739,29815,LO(L),9,TmY3,LPLC2
19739,30895,LOP(L),3,TmY3,LPLC2
19739,31301,LO(L),14,TmY3,LC4
19739,31429,LO(L),9,TmY3,LC4
19739,34845,LO(L),15,TmY3,LC4
19739,40841,LOP(L),2,TmY3,LPLC2
19750,22034,LO(R),1,TmY14,LC4
19763,29469,LO(L),1,TmY5a,LC4
19763,30895,LO(L),3,TmY5a,LPLC2
19763,30895,LOP(L),1,TmY5a,LPLC2
19763,33406,LOP(L),1,TmY5a,LPLC2
19763,37963,LO(L),2,TmY5a,LC6
19772,19787,LO(L),1,Tm4,LPLC2
19772,20440,LO(L),3,Tm4,LC4
19772,21721,LO(L),5,Tm4,LC4
19772,22557,LO(L),1,Tm4,LPLC2
19772,524899,LO(L),3,Tm4,LC4
19847,28980,LO(L),13,Tm2,LC4
19847,100485,LO(L),2,Tm2,LC4
19847,515476,LO(L),5,Tm2,LC4
19867,27355,LO(L),1,TmY4,LPLC2
19925,17774,LO(L),3,TmY10,LPLC2
19925,17774,LOP(L),2,TmY10,LPLC2
19925,34570,LO(L),2,TmY10,LC6
19925,38484,LO(L),1,TmY10,LC6
19925,44469,LO(L),2,TmY10,LC6
19967,17544,LO(L),15,Tm5Y,LPLC2
19967,17544,Optic-unspecified(L),5,Tm5Y,LPLC2
19967,17544,LOP(L),1,Tm5Y,LPLC2
19967,30893,LO(L),4,Tm5Y,LPLC2
19967,32223,LO(L),2,Tm5Y,LPLC2
19975,12384,LO(L),3,TmY10,LPLC2
19979,20673,LO(R),1,TmY14,LC4
20048,12384,LOP(L),1,TmY3,LPLC2
20048,17340,LO(L),10,TmY3,LC4
20048,33137,LO(L),8,TmY3,LC4
20048,520449,LO(L),5,TmY3,LC4
20078,12824,LO(L),10,T2,LC4
20078,20572,LO(L),12,T2,LC4
20078,20967,LO(L),6,T2,LC4
20078,20976,LO(L),2,T2,LC4
20078,23202,LO(L),16,T2,LC4
20078,533129,LO(L),4,T2,LC4
20090,12824,LO(L),10,Tm2,LC4
20090,20967,LO(L),2,Tm2,LC4
20125,34538,LO(L),1,Tm16,LC6
20125,51695,LO(L),1,Tm16,LC6
20128,18432,LO(L),2,T2,LC4
20128,29469,LO(L),8,T2,LC4
20128,30087,LO(L),4,T2,LC4
20128,31301,LO(L),3,T2,LC4
20128,35262,LO(L),3,T2,LC4
20128,111787,LO(L),8,T2,LC4
20128,535341,LO(L),2,T2,LC4
20161,20673,LO(R),1,TmY14,LC4
20161,21287,LO(R),1,TmY14,LC4
20214,23550,LO(L),3,TmY3,LPLC2
20214,27399,Optic-unspecified(L),7,TmY3,LPLC2
20214,27399,LO(L),2,TmY3,LPLC2
20214,32737,LO(L),3,TmY3,LPLC2
20214,35262,LO(L),22,TmY3,LC4
20214,512705,LO(L),7,TmY3,LC4
20214,517752,LO(L),25,TmY3,LC4
20214,518544,LO(L),6,TmY3,LC4
20214,535341,LO(L),24,TmY3,LC4
20230,18672,LOP(R),1,TmY14,LPLC2
20236,33137,LO(L),6,Tm2,LC4
20236,511914,LO(L),4,Tm2,LC4
20236,518730,LO(L),4,Tm2,LC4
20245,30087,LO(L),11,Tm2,LC4
20245,517752,LO(L),1,Tm2,LC4
20363,518730,LO(L),6,Tm2,LC4
20368,14888,LO(L),4,TmY14,LC4
20368,17653,LO(L),3,TmY14,LC4
20368,20967,LO(L),4,TmY14,LC4
20370,20673,LO(R),1,TmY14,LC4
20388,12384,LOP(L),6,T4c,LPLC2
20388,13132,LOP(L),3,T4c,LPLC2
20437,27750,LO(L),4,T2,LC4
20437,29469,LO(L),3,T2,LC4
20437,31301,LO(L),7,T2,LC4
20437,34845,LO(L),13,T2,LC4
20437,37587,LO(L),9,T2,LC4
20477,16809,LO(L),8,TmY3,LC4
20477,77614,LO(L),14,TmY3,LC4
20477,512366,LO(L),21,TmY3,LC4
20477,518730,LO(L),6,TmY3,LC4
20577,17478,LO(L),2,TmY15,LC4
20577,17653,LO(L),1,TmY15,LC4
20577,20859,LO(L),7,TmY15,LC4
20589,111903,LO(L),2,TmY5a,LPLC2
20589,111903,LOP(L),1,TmY5a,LPLC2
20607,18936,LOP(L),7,T4c,LPLC2
20607,95241,LOP(L),2,T4c,LPLC2
20641,17478,LO(L),4,Tm2,LC4
20641,533129,LO(L),13,Tm2,LC4
20738,12384,LO(L),6,Tm5Y,LPLC2
20738,13132,LO(L),17,Tm5Y,LPLC2
20738,19830,LO(L),12,Tm5Y,LPLC2
20738,51695,LO(L),2,Tm5Y,LC6
20738,68763,LO(L),1,Tm5Y,LC6
20746,20799,LO(L),27,Tm5Y,LPLC2
20746,20976,LO(L),1,Tm5Y,LC4
20746,23349,LO(L),4,Tm5Y,LPLC2
20746,24568,LO(L),6,Tm5Y,LPLC2
20746,24840,LO(L),3,Tm5Y,LPLC2
20746,25193,LO(L),4,Tm5Y,LC6
20746,27399,LO(L),7,Tm5Y,LPLC2
20746,27716,LO(L),3,Tm5Y,LPLC2
20746,36184,LO(L),3,Tm5Y,LC6
20746,42082,LO(L),3,Tm5Y,LC6
20746,519650,LO(L),1,Tm5Y,LC4
20825,30895,LOP(L),10,T4c,LPLC2
20825,32223,LOP(L),1,T4c,LPLC2
20825,33406,LOP(L),4,T4c,LPLC2
20846,25027,LOP(L),3,TmY3,LPLC2
20846,25027,LO(L),2,TmY3,LPLC2
20846,25027,Optic-unspecified(L),1,TmY3,LPLC2
20846,27750,LO(L),21,TmY3,LC4
20846,29417,LO(L),19,TmY3,LC4
20846,29469,LO(L),20,TmY3,LC4
20846,30087,LO(L),4,TmY3,LC4
20846,33965,LO(L),5,TmY3,LPLC2
20846,40105,LO(L),1,TmY3,LC6
20880,17478,LO(L),2,TmY3,LC4
20880,17653,LO(L),25,TmY3,LC4
20880,18900,LOP(L),1,TmY3,LPLC2
20880,20859,LO(L),25,TmY3,LC4
20880,21361,LO(L),2,TmY3,LPLC2
20921,14888,LO(L),10,T2,LC4
20921,24523,LO(L),8,T2,LC4
20921,518983,LO(L),6,T2,LC4
20921,520449,LO(L),5,T2,LC4
20982,22975,LO(R),1,TmY14,LC4
21002,16917,LO(L),7,T2,LC4
21002,18396,LO(L),2,T2,LC4
21002,29514,LO(L),7,T2,LC4
21002,107513,LO(L),7,T2,LC4
21002,514956,LO(L),10,T2,LC4
21008,23550,LOP(L),1,TmY5a,LPLC2
21008,54962,LO(L),2,TmY5a,LC6
21008,517079,LO(L),2,TmY5a,LPLC2
21008,520764,LO(L),2,TmY5a,LPLC2
21008,520764,LOP(L),1,TmY5a,LPLC2
21008,536444,LO(L),4,TmY5a,LPLC2
21009,12032,LO(L),1,TmY15,LC4
21009,12032,Optic-unspecified(L),1,TmY15,LC4
21009,18478,LO(L),6,TmY15,LC4
21009,524899,LO(L),1,TmY15,LC4
21028,12032,LO(L),4,Tm4,LC4
21028,18478,LO(L),4,Tm4,LC4
21028,19787,LO(L),1,Tm4,LPLC2
21028,20440,LO(L),3,Tm4,LC4
21028,21721,LO(L),4,Tm4,LC4
21028,22557,LO(L),3,Tm4,LPLC2
21028,524899,LO(L),5,Tm4,LC4
21036,20967,LO(L),3,Tm3,LC4
21036,24523,LO(L),8,Tm3,LC4
21036,511914,LO(L),1,Tm3,LC4
21037,511914,LO(L),2,TmY15,LC4
21037,518983,LO(L),1,TmY15,LC4
21037,520449,LO(L),4,TmY15,LC4
21039,20808,LO(R),1,TmY14,LC4
21046,35616,LO(L),1,Tm2,LC4
21046,519650,LO(L),4,Tm2,LC4
21055,20282,LO(R),1,TmY14,LC4
21218,25027,LOP(L),3,T4b,LPLC2
21218,33406,LOP(L),2,T4b,LPLC2
21218,33965,LOP(L),3,T4b,LPLC2
21319,17653,LO(L),7,Tm4,LC4
21319,18936,LO(L),7,Tm4,LPLC2
21319,20859,LO(L),8,Tm4,LC4
21388,27750,LO(L),8,Tm2,LC4
21388,29469,LO(L),3,Tm2,LC4
21388,31301,LO(L),3,Tm2,LC4
21438,22034,LO(R),3,TmY14,LC4
21438,22328,LO(R),3,TmY14,LC4
21438,24338,LO(R),1,TmY14,LC4
21438,29563,LO(R),1,TmY14,LC4
21438,527408,LO(R),1,TmY14,LC4
21453,16809,LO(L),3,T2,LC4
21453,27750,LO(L),2,T2,LC4
21453,31301,LO(L),2,T2,LC4
21453,34845,LO(L),11,T2,LC4
21453,37587,LO(L),4,T2,LC4
21461,39620,LOP(R),1,TmY14,LPLC2
21477,25572,LOP(L),1,TmY5a,LPLC2
21477,518731,LO(L),2,TmY5a,LPLC2
21477,531014,LO(L),4,TmY5a,LPLC2
21509,31429,LO(L),3,T2,LC4
