bodyId_pre,bodyId_post,roi,weight,type_pre,type_post
21313,10117,PVLP(R),30,LC4,DNp02
21313,10283,PVLP(R),4,LC4,DNp103
21313,10558,PVLP(R),1,LC4,DNp35
21313,10584,PVLP(R),9,LC4,DNp06
21313,10601,PVLP(R),3,LC4,DNpe025
21313,10923,PVLP(R),4,LC4,DNg40
21313,10989,PVLP(R),15,LC4,DNp03
21313,11020,PVLP(R),8,LC4,DNp05
21313,11137,PVLP(R),87,LC4,DNp04
21313,11334,PVLP(R),1,LC4,DNpe045
21313,575082,PVLP(R),1,LC4,DNpe021
21318,10001,PVLP(R),4,LPLC2,DNp01
21318,10283,PVLP(R),18,LPLC2,DNp103
21318,10296,PVLP(R),4,LPLC2,DNge054
21318,10558,PVLP(R),16,LPLC2,DNp35
21318,10584,PVLP(R),14,LPLC2,DNp06
21318,10601,PVLP(R),19,LPLC2,DNpe025
21318,10923,PVLP(R),2,LPLC2,DNg40
21318,11137,PVLP(R),21,LPLC2,DNp04
21318,11159,PVLP(R),11,LPLC2,DNp71
21318,11632,PVLP(R),1,LPLC2,DNpe052
21318,12628,PVLP(R),1,LPLC2,DNpe042
21318,575082,PVLP(R),1,LPLC2,DNpe021
21336,10001,PVLP(R),55,LC4,DNp01
21336,10106,PVLP(R),19,LC4,DNp11
21336,10106,LO(R),1,LC4,DNp11
21336,10117,PVLP(R),57,LC4,DNp02
21336,10283,PVLP(R),5,LC4,DNp103
21336,10558,PVLP(R),5,LC4,DNp35
21336,10584,PVLP(R),10,LC4,DNp06
21336,10584,CentralBrain-unspecified,5,LC4,DNp06
21336,10601,PVLP(R),1,LC4,DNpe025
21336,10923,PVLP(R),2,LC4,DNg40
21336,10989,PVLP(R),3,LC4,DNp03
21336,11020,PVLP(R),6,LC4,DNp05
21336,11137,PVLP(R),72,LC4,DNp04
21336,11137,CentralBrain-unspecified,4,LC4,DNp04
21336,575082,PVLP(R),1,LC4,DNpe021
21361,10010,PVLP(L),34,LPLC2,DNp01
21361,10091,PVLP(L),6,LPLC2,DNpe042
21361,10228,PVLP(L),5,LPLC2,DNp06
21361,10234,PVLP(L),2,LPLC2,DNp35
21361,10244,PVLP(L),1,LPLC2,DNp55
21361,10361,PVLP(L),6,LPLC2,DNg40
21361,10417,PVLP(L),17,LPLC2,DNp103
21361,10449,PVLP(L),9,LPLC2,DNpe025
21361,10590,PVLP(L),1,LPLC2,DNpe052
21361,519771,PVLP(L),1,LPLC2,DNp71
21361,531898,PVLP(L),30,LPLC2,DNp04
21562,10001,PVLP(R),47,LPLC2,DNp01
21562,10283,PVLP(R),31,LPLC2,DNp103
21562,10558,PVLP(R),7,LPLC2,DNp35
21562,10584,PVLP(R),7,LPLC2,DNp06
21562,10601,PVLP(R),1,LPLC2,DNpe025
21562,10732,PVLP(R),18,LPLC2,DNpe056
21562,10923,PVLP(R),41,LPLC2,DNg40
21562,11133,PVLP(R),3,LPLC2,DNp70
21562,11137,PVLP(R),14,LPLC2,DNp04
21562,11159,PVLP(R),1,LPLC2,DNp71
21562,11334,PVLP(R),6,LPLC2,DNpe045
21562,12628,PVLP(R),2,LPLC2,DNpe042
21703,10001,PVLP(R),14,LPLC2,DNp01
21703,10283,PVLP(R),21,LPLC2,DNp103
21703,10558,PVLP(R),7,LPLC2,DNp35
21703,10584,PVLP(R),4,LPLC2,DNp06
21703,10601,PVLP(R),13,LPLC2,DNpe025
21703,10923,PVLP(R),2,LPLC2,DNg40
21703,11137,PVLP(R),29,LPLC2,DNp04
21703,11159,PVLP(R),1,LPLC2,DNp71
21703,11632,PVLP(R),2,LPLC2,DNpe052
21703,575082,PVLP(R),3,LPLC2,DNpe021
21721,10010,PVLP(L),51,LC4,DNp01
21721,10197,PVLP(L),43,LC4,DNp02
21721,10228,PVLP(L),13,LC4,DNp06
21721,10234,PVLP(L),1,LC4,DNp35
21721,10259,PVLP(L),24,LC4,DNp11
21721,10361,PVLP(L),3,LC4,DNg40
21721,10449,PVLP(L),1,LC4,DNpe025
21721,10752,PVLP(L),28,LC4,DNp03
21721,524001,PVLP(L),10,LC4,DNp05
21721,531898,PVLP(L),83,LC4,DNp04
21769,10001,PVLP(R),12,LPLC2,DNp01
21769,10283,PVLP(R),38,LPLC2,DNp103
21769,10558,PVLP(R),16,LPLC2,DNp35
21769,10584,PVLP(R),17,LPLC2,DNp06
21769,10601,PVLP(R),1,LPLC2,DNpe025
21769,10732,PVLP(R),1,LPLC2,DNpe056
21769,10923,PVLP(R),7,LPLC2,DNg40
21769,11020,PVLP(R),1,LPLC2,DNp05
21769,11088,PVLP(R),1,LPLC2,DNp55
21769,11137,PVLP(R),44,LPLC2,DNp04
21769,11159,PVLP(R),4,LPLC2,DNp71
21769,11334,PVLP(R),4,LPLC2,DNpe045
21769,11632,PVLP(R),2,LPLC2,DNpe052
21769,12628,PVLP(R),1,LPLC2,DNpe042
21804,10001,PVLP(R),48,LC4,DNp01
21804,10106,PVLP(R),44,LC4,DNp11
21804,10117,PVLP(R),20,LC4,DNp02
21804,10283,PVLP(R),7,LC4,DNp103
21804,10558,PVLP(R),2,LC4,DNp35
21804,10584,PVLP(R),4,LC4,DNp06
21804,10923,PVLP(R),21,LC4,DNg40
21804,10957,PVLP(R),1,LC4,DNp69
21804,10989,PVLP(R),31,LC4,DNp03
21804,11020,PVLP(R),1,LC4,DNp05
21804,11137,PVLP(R),126,LC4,DNp04
21808,10001,PVLP(R),38,LPLC2,DNp01
21808,10283,PVLP(R),53,LPLC2,DNp103
21808,10558,PVLP(R),2,LPLC2,DNp35
21808,10584,PVLP(R),13,LPLC2,DNp06
21808,10601,PVLP(R),4,LPLC2,DNpe025
21808,10732,PVLP(R),4,LPLC2,DNpe056
21808,10923,PVLP(R),23,LPLC2,DNg40
21808,11088,PVLP(R),8,LPLC2,DNp55
21808,11137,PVLP(R),22,LPLC2,DNp04
21808,11159,PVLP(R),12,LPLC2,DNp71
21808,12628,PVLP(R),5,LPLC2,DNpe042
21862,10001,PVLP(R),30,LPLC2,DNp01
21862,10117,PVLP(R),2,LPLC2,DNp02
21862,10283,PVLP(R),44,LPLC2,DNp103
21862,10558,PVLP(R),5,LPLC2,DNp35
21862,10584,PVLP(R),6,LPLC2,DNp06
21862,10601,PVLP(R),7,LPLC2,DNpe025
21862,10732,PVLP(R),9,LPLC2,DNpe056
21862,10923,PVLP(R),32,LPLC2,DNg40
21862,11020,PVLP(R),1,LPLC2,DNp05
21862,11137,PVLP(R),8,LPLC2,DNp04
21862,11159,PVLP(R),5,LPLC2,DNp71
21862,11334,PVLP(R),3,LPLC2,DNpe045
21862,12628,PVLP(R),3,LPLC2,DNpe042
21862,575082,PVLP(R),3,LPLC2,DNpe021
21899,10001,PVLP(R),15,LPLC2,DNp01
21899,10283,PVLP(R),24,LPLC2,DNp103
21899,10558,PVLP(R),2,LPLC2,DNp35
21899,10584,PVLP(R),11,LPLC2,DNp06
21899,10601,PVLP(R),12,LPLC2,DNpe025
21899,10732,PVLP(R),3,LPLC2,DNpe056
21899,10923,PVLP(R),6,LPLC2,DNg40
21899,11137,PVLP(R),25,LPLC2,DNp04
21899,11159,PVLP(R),1,LPLC2,DNp71
21899,11334,PVLP(R),1,LPLC2,DNpe045
21899,11632,PVLP(R),3,LPLC2,DNpe052
21899,575082,PVLP(R),1,LPLC2,DNpe021
22034,10001,PVLP(R),42,LC4,DNp01
22034,10106,PVLP(R),33,LC4,DNp11
22034,10106,LO(R),8,LC4,DNp11
22034,10106,PLP(R),6,LC4,DNp11
22034,10117,PVLP(R),24,LC4,DNp02
22034,10283,PVLP(R),3,LC4,DNp103
22034,10584,PVLP(R),6,LC4,DNp06
22034,10584,CentralBrain-unspecified,4,LC4,DNp06
22034,10923,PVLP(R),7,LC4,DNg40
22034,10989,PVLP(R),4,LC4,DNp03
22034,10989,CentralBrain-unspecified,2,LC4,DNp03
22034,11020,PVLP(R),2,LC4,DNp05
22034,11020,PLP(R),1,LC4,DNp05
22034,11137,PVLP(R),81,LC4,DNp04
22034,11137,CentralBrain-unspecified,4,LC4,DNp04
22034,11137,PLP(R),2,LC4,DNp04
22034,575082,PVLP(R),4,LC4,DNpe021
22194,10001,PVLP(R),59,LC4,DNp01
22194,10106,PVLP(R),19,LC4,DNp11
22194,10106,LO(R),9,LC4,DNp11
22194,10117,PVLP(R),34,LC4,DNp02
22194,10283,PVLP(R),1,LC4,DNp103
22194,10558,PVLP(R),5,LC4,DNp35
22194,10584,PVLP(R),12,LC4,DNp06
22194,10601,PVLP(R),1,LC4,DNpe025
22194,10923,PVLP(R),8,LC4,DNg40
22194,10957,PVLP(R),2,LC4,DNp69
22194,10989,PVLP(R),8,LC4,DNp03
22194,11020,PVLP(R),3,LC4,DNp05
22194,11137,PVLP(R),85,LC4,DNp04
22218,10001,PVLP(R),14,LPLC2,DNp01
22218,10283,PVLP(R),22,LPLC2,DNp103
22218,10558,PVLP(R),5,LPLC2,DNp35
22218,10584,PVLP(R),11,LPLC2,DNp06
22218,10601,PVLP(R),16,LPLC2,DNpe025
22218,10923,PVLP(R),9,LPLC2,DNg40
22218,11137,PVLP(R),34,LPLC2,DNp04
22218,11159,PVLP(R),5,LPLC2,DNp71
22218,11334,PVLP(R),1,LPLC2,DNpe045
22218,12628,PVLP(R),1,LPLC2,DNpe042
22253,10010,PVLP(L),60,LPLC2,DNp01
22253,10063,PVLP(L),1,LPLC2,DNp27
22253,10223,PVLP(L),9,LPLC2,DNpe056
22253,10228,PVLP(L),10,LPLC2,DNp06
22253,10234,PVLP(L),4,LPLC2,DNp35
22253,10259,PVLP(L),1,LPLC2,DNp11
22253,10361,PVLP(L),26,LPLC2,DNg40
22253,10377,PVLP(L),1,LPLC2,DNge054
22253,10417,PVLP(L),37,LPLC2,DNp103
22253,10449,PVLP(L),8,LPLC2,DNpe025
22253,10590,PVLP(L),1,LPLC2,DNpe052
22253,10931,PVLP(L),1,LPLC2,DNpe045
22253,519771,PVLP(L),13,LPLC2,DNp71
22253,531898,PVLP(L),42,LPLC2,DNp04
22261,10001,PVLP(R),37,LPLC2,DNp01
22261,10283,PVLP(R),43,LPLC2,DNp103
22261,10558,PVLP(R),6,LPLC2,DNp35
22261,10584,PVLP(R),3,LPLC2,DNp06
22261,10601,PVLP(R),5,LPLC2,DNpe025
22261,10732,PVLP(R),9,LPLC2,DNpe056
22261,10923,PVLP(R),19,LPLC2,DNg40
22261,11137,PVLP(R),20,LPLC2,DNp04
22261,11159,PVLP(R),2,LPLC2,DNp71
22261,12628,PVLP(R),9,LPLC2,DNpe042
22328,10001,PVLP(R),47,LC4,DNp01
22328,10063,LO(R),1,LC4,DNp27
22328,10106,PVLP(R),21,LC4,DNp11
22328,10106,LO(R),5,LC4,DNp11
22328,10106,PLP(R),4,LC4,DNp11
22328,10106,CentralBrain-unspecified,1,LC4,DNp11
22328,10117,PVLP(R),26,LC4,DNp02
22328,10283,PVLP(R),4,LC4,DNp103
22328,10584,PVLP(R),4,LC4,DNp06
22328,10584,PLP(R),1,LC4,DNp06
22328,10923,PVLP(R),12,LC4,DNg40
22328,10957,PVLP(R),1,LC4,DNp69
22328,10989,PVLP(R),15,LC4,DNp03
22328,10989,PLP(R),2,LC4,DNp03
22328,11020,PLP(R),2,LC4,DNp05
22328,11020,PVLP(R),2,LC4,DNp05
22328,11137,PVLP(R),64,LC4,DNp04
22557,10010,PVLP(L),54,LPLC2,DNp01
22557,10091,PVLP(L),3,LPLC2,DNpe042
22557,10223,PVLP(L),16,LPLC2,DNpe056
22557,10228,PVLP(L),12,LPLC2,DNp06
22557,10244,PVLP(L),3,LPLC2,DNp55
22557,10361,PVLP(L),14,LPLC2,DNg40
22557,10377,PVLP(L),1,LPLC2,DNge054
22557,10417,PVLP(L),16,LPLC2,DNp103
22557,10449,PVLP(L),2,LPLC2,DNpe025
22557,10590,PVLP(L),2,LPLC2,DNpe052
22557,519771,PVLP(L),17,LPLC2,DNp71
22557,531898,PVLP(L),24,LPLC2,DNp04
22557,536048,PVLP(L),1,LPLC2,DNp27
22677,10001,PVLP(R),9,LPLC2,DNp01
22677,10283,PVLP(R),35,LPLC2,DNp103
22677,10296,PVLP(R),3,LPLC2,DNge054
22677,10558,PVLP(R),15,LPLC2,DNp35
22677,10584,PVLP(R),14,LPLC2,DNp06
22677,10601,PVLP(R),18,LPLC2,DNpe025
22677,10732,PVLP(R),1,LPLC2,DNpe056
22677,10923,PVLP(R),2,LPLC2,DNg40
22677,11137,PVLP(R),24,LPLC2,DNp04
22677,11159,PVLP(R),6,LPLC2,DNp71
22677,11632,PVLP(R),3,LPLC2,DNpe052
22677,536048,LO(R),1,LPLC2,DNp27
22677,575082,PVLP(R),5,LPLC2,DNpe021
22772,10010,PVLP(L),62,LC4,DNp01
22772,10197,PVLP(L),32,LC4,DNp02
22772,10228,PVLP(L),6,LC4,DNp06
22772,10234,PVLP(L),2,LC4,DNp35
22772,10259,PVLP(L),21,LC4,DNp11
22772,10361,PVLP(L),2,LC4,DNg40
22772,10417,PVLP(L),2,LC4,DNp103
22772,10449,PVLP(L),2,LC4,DNpe025
22772,10752,PVLP(L),20,LC4,DNp03
22772,524001,PVLP(L),12,LC4,DNp05
22772,531898,PVLP(L),83,LC4,DNp04
22847,10001,PVLP(R),66,LC4,DNp01
22847,10001,CentralBrain-unspecified,1,LC4,DNp01
22847,10106,PVLP(R),49,LC4,DNp11
22847,10106,LO(R),12,LC4,DNp11
22847,10106,CentralBrain-unspecified,5,LC4,DNp11
22847,10106,PLP(R),5,LC4,DNp11
22847,10117,PVLP(R),24,LC4,DNp02
22847,10283,PVLP(R),6,LC4,DNp103
22847,10584,PVLP(R),6,LC4,DNp06
22847,10584,CentralBrain-unspecified,2,LC4,DNp06
22847,10923,PVLP(R),5,LC4,DNg40
22847,10957,PVLP(R),1,LC4,DNp69
22847,10989,PVLP(R),15,LC4,DNp03
22847,10989,CentralBrain-unspecified,5,LC4,DNp03
22847,10989,PLP(R),2,LC4,DNp03
22847,11020,PVLP(R),5,LC4,DNp05
22847,11137,PVLP(R),90,LC4,DNp04
22847,11137,CentralBrain-unspecified,4,LC4,DNp04
22847,575082,PVLP(R),6,LC4,DNpe021
22922,10010,PVLP(L),52,LC4,DNp01
22922,10118,PVLP(L),2,LC4,DNb05
22922,10197,PVLP(L),41,LC4,DNp02
22922,10228,PVLP(L),7,LC4,DNp06
22922,10234,PVLP(L),8,LC4,DNp35
22922,10259,PVLP(L),20,LC4,DNp11
22922,10449,PVLP(L),5,LC4,DNpe025
22922,10752,PVLP(L),13,LC4,DNp03
22922,11573,PVLP(L),2,LC4,DNpe021
22922,524001,PVLP(L),22,LC4,DNp05
22922,531898,PVLP(L),68,LC4,DNp04
22966,10001,PVLP(R),61,LC4,DNp01
22966,10106,PVLP(R),58,LC4,DNp11
22966,10106,LO(R),10,LC4,DNp11
22966,10106,PLP(R),8,LC4,DNp11
22966,10106,CentralBrain-unspecified,1,LC4,DNp11
22966,10117,PVLP(R),8,LC4,DNp02
22966,10558,PVLP(R),10,LC4,DNp35
22966,10584,PVLP(R),7,LC4,DNp06
22966,10584,PLP(R),1,LC4,DNp06
22966,10601,PVLP(R),1,LC4,DNpe025
22966,10923,PVLP(R),29,LC4,DNg40
22966,10989,PVLP(R),14,LC4,DNp03
22966,10989,CentralBrain-unspecified,4,LC4,DNp03
22966,10989,PLP(R),2,LC4,DNp03
22966,11133,PVLP(R),1,LC4,DNp70
22966,11137,PVLP(R),67,LC4,DNp04
22966,11137,PLP(R),3,LC4,DNp04
22966,11137,CentralBrain-unspecified,1,LC4,DNp04
22966,575082,PVLP(R),2,LC4,DNpe021
22975,10001,PVLP(R),58,LC4,DNp01
22975,10106,PVLP(R),46,LC4,DNp11
22975,10106,LO(R),10,LC4,DNp11
22975,10106,CentralBrain-unspecified,1,LC4,DNp11
22975,10106,PLP(R),1,LC4,DNp11
22975,10117,PVLP(R),19,LC4,DNp02
22975,10143,PVLP(R),1,LC4,DNp30
22975,10283,PVLP(R),1,LC4,DNp103
22975,10558,PVLP(R),3,LC4,DNp35
22975,10584,PVLP(R),7,LC4,DNp06
22975,10584,CentralBrain-unspecified,4,LC4,DNp06
22975,10923,PVLP(R),16,LC4,DNg40
22975,10989,PVLP(R),7,LC4,DNp03
22975,10989,CentralBrain-unspecified,3,LC4,DNp03
22975,10989,PLP(R),1,LC4,DNp03
22975,11137,PVLP(R),85,LC4,DNp04
22975,11137,CentralBrain-unspecified,1,LC4,DNp04
22975,11334,PVLP(R),3,LC4,DNpe045
23098,10001,PVLP(R),32,LC4,DNp01
23098,10106,CentralBrain-unspecified,3,LC4,DNp11
23098,10106,PVLP(R),3,LC4,DNp11
23098,10117,PVLP(R),39,LC4,DNp02
23098,10283,PVLP(R),4,LC4,DNp103
23098,10558,PVLP(R),9,LC4,DNp35
23098,10584,PVLP(R),12,LC4,DNp06
23098,10601,PVLP(R),6,LC4,DNpe025
23098,10923,PVLP(R),1,LC4,DNg40
23098,10989,PVLP(R),10,LC4,DNp03
23098,11020,PVLP(R),12,LC4,DNp05
23098,11137,PVLP(R),77,LC4,DNp04
23098,536048,LO(R),1,LC4,DNp27
23098,575082,PVLP(R),1,LC4,DNpe021
23202,10010,PVLP(L),38,LC4,DNp01
23202,10010,WED(L),15,LC4,DNp01
23202,10010,CentralBrain-unspecified,1,LC4,DNp01
23202,10063,LO(L),1,LC4,DNp27
23202,10197,PVLP(L),31,LC4,DNp02
23202,10197,WED(L),12,LC4,DNp02
23202,10228,PVLP(L),12,LC4,DNp06
23202,10228,WED(L),1,LC4,DNp06
23202,10234,PVLP(L),10,LC4,DNp35
23202,10259,PVLP(L),4,LC4,DNp11
23202,10361,WED(L),1,LC4,DNg40
23202,10449,PVLP(L),3,LC4,DNpe025
23202,10752,PVLP(L),24,LC4,DNp03
23202,11573,PVLP(L),1,LC4,DNpe021
23202,524001,PVLP(L),13,LC4,DNp05
23202,524001,WED(L),1,LC4,DNp05
23202,531898,PVLP(L),86,LC4,DNp04
23226,10010,PVLP(L),52,LC4,DNp01
23226,10197,PVLP(L),34,LC4,DNp02
23226,10228,PVLP(L),6,LC4,DNp06
23226,10259,PVLP(L),9,LC4,DNp11
23226,10259,LO(L),2,LC4,DNp11
23226,10361,PVLP(L),2,LC4,DNg40
23226,10417,PVLP(L),3,LC4,DNp103
23226,10752,PVLP(L),11,LC4,DNp03
23226,11573,PVLP(L),5,LC4,DNpe021
23226,524001,PVLP(L),10,LC4,DNp05
23226,531898,PVLP(L),58,LC4,DNp04
23226,536048,LO(L),1,LC4,DNp27
23247,10010,PVLP(L),31,LPLC2,DNp01
23247,10091,PVLP(L),7,LPLC2,DNpe042
23247,10223,PVLP(L),5,LPLC2,DNpe056
23247,10228,PVLP(L),8,LPLC2,DNp06
23247,10234,PVLP(L),7,LPLC2,DNp35
23247,10361,PVLP(L),4,LPLC2,DNg40
23247,10417,PVLP(L),31,LPLC2,DNp103
23247,10449,PVLP(L),11,LPLC2,DNpe025
23247,10590,PVLP(L),1,LPLC2,DNpe052
23247,519771,PVLP(L),9,LPLC2,DNp71
23247,531898,PVLP(L),39,LPLC2,DNp04
23349,10010,PVLP(L),41,LPLC2,DNp01
23349,10091,PVLP(L),1,LPLC2,DNpe042
23349,10223,PVLP(L),4,LPLC2,DNpe056
23349,10228,PVLP(L),6,LPLC2,DNp06
23349,10234,PVLP(L),3,LPLC2,DNp35
23349,10244,PVLP(L),3,LPLC2,DNp55
23349,10361,PVLP(L),9,LPLC2,DNg40
23349,10417,PVLP(L),20,LPLC2,DNp103
23349,10449,PVLP(L),6,LPLC2,DNpe025
23349,10590,PVLP(L),2,LPLC2,DNpe052
23349,519771,PVLP(L),10,LPLC2,DNp71
23349,531898,PVLP(L),26,LPLC2,DNp04
23392,10001,PVLP(R),56,LC4,DNp01
23392,10106,PVLP(R),19,LC4,DNp11
23392,10117,PVLP(R),43,LC4,DNp02
23392,10280,PVLP(R),1,LC4,DNp47
23392,10283,PVLP(R),3,LC4,DNp103
23392,10558,PVLP(R),4,LC4,DNp35
23392,10584,PVLP(R),13,LC4,DNp06
23392,10601,PVLP(R),1,LC4,DNpe025
23392,10732,PVLP(R),1,LC4,DNpe056
23392,10923,PVLP(R),1,LC4,DNg40
23392,10989,PVLP(R),12,LC4,DNp03
23392,11020,PVLP(R),7,LC4,DNp05
23392,11020,CentralBrain-unspecified,1,LC4,DNp05
23392,11137,PVLP(R),63,LC4,DNp04
23497,10001,PVLP(R),41,LPLC2,DNp01
23497,10283,PVLP(R),51,LPLC2,DNp103
23497,10558,PVLP(R),9,LPLC2,DNp35
23497,10584,PVLP(R),22,LPLC2,DNp06
23497,10601,PVLP(R),5,LPLC2,DNpe025
23497,10732,PVLP(R),7,LPLC2,DNpe056
23497,10923,PVLP(R),22,LPLC2,DNg40
23497,11020,PVLP(R),1,LPLC2,DNp05
23497,11088,PVLP(R),1,LPLC2,DNp55
23497,11137,PVLP(R),8,LPLC2,DNp04
23497,11159,PVLP(R),5,LPLC2,DNp71
23497,11334,PVLP(R),1,LPLC2,DNpe045
23497,12628,PVLP(R),1,LPLC2,DNpe042
23497,575082,PVLP(R),4,LPLC2,DNpe021
23550,10010,PVLP(L),31,LPLC2,DNp01
23550,10223,PVLP(L),12,LPLC2,DNpe056
23550,10228,PVLP(L),10,LPLC2,DNp06
23550,10234,PVLP(L),4,LPLC2,DNp35
23550,10361,PVLP(L),28,LPLC2,DNg40
23550,10417,PVLP(L),15,LPLC2,DNp103
23550,519771,PVLP(L),11,LPLC2,DNp71
23550,531898,PVLP(L),8,LPLC2,DNp04
23590,10001,PVLP(R),33,LPLC2,DNp01
23590,10106,PVLP(R),1,LPLC2,DNp11
23590,10280,PVLP(R),1,LPLC2,DNp47
23590,10283,PVLP(R),38,LPLC2,DNp103
23590,10558,PVLP(R),2,LPLC2,DNp35
23590,10584,PVLP(R),9,LPLC2,DNp06
23590,10601,PVLP(R),4,LPLC2,DNpe025
23590,10732,PVLP(R),8,LPLC2,DNpe056
23590,10923,PVLP(R),41,LPLC2,DNg40
23590,10957,PVLP(R),3,LPLC2,DNp69
23590,11088,PVLP(R),1,LPLC2,DNp55
23590,11137,PVLP(R),9,LPLC2,DNp04
23590,11159,PVLP(R),8,LPLC2,DNp71
23590,11334,PVLP(R),4,LPLC2,DNpe045
23590,12628,PVLP(R),1,LPLC2,DNpe042
23665,10010,PVLP(L),43,LPLC2,DNp01
23665,10091,PVLP(L),4,LPLC2,DNpe042
23665,10223,PVLP(L),10,LPLC2,DNpe056
23665,10228,PVLP(L),11,LPLC2,DNp06
23665,10234,PVLP(L),6,LPLC2,DNp35
23665,10244,PVLP(L),4,LPLC2,DNp55
23665,10259,LO(L),1,LPLC2,DNp11
23665,10361,PVLP(L),26,LPLC2,DNg40
23665,10417,PVLP(L),26,LPLC2,DNp103
23665,10590,PVLP(L),1,LPLC2,DNpe052
23665,519771,PVLP(L),8,LPLC2,DNp71
23665,531898,PVLP(L),29,LPLC2,DNp04
23792,10001,PVLP(R),52,LC4,DNp01
23792,10106,PVLP(R),41,LC4,DNp11
23792,10106,LO(R),11,LC4,DNp11
23792,10106,CentralBrain-unspecified,2,LC4,DNp11
23792,10117,PVLP(R),22,LC4,DNp02
23792,10283,PVLP(R),2,LC4,DNp103
23792,10558,PVLP(R),5,LC4,DNp35
23792,10584,PVLP(R),9,LC4,DNp06
23792,10923,PVLP(R),7,LC4,DNg40
23792,10989,PVLP(R),9,LC4,DNp03
23792,10989,CentralBrain-unspecified,1,LC4,DNp03
23792,11020,PVLP(R),5,LC4,DNp05
23792,11137,PVLP(R),54,LC4,DNp04
23792,11290,PVLP(R),2,LC4,DNp66
23792,575082,PVLP(R),1,LC4,DNpe021
23878,10001,PVLP(R),46,LPLC2,DNp01
23878,10283,PVLP(R),38,LPLC2,DNp103
23878,10558,PVLP(R),10,LPLC2,DNp35
23878,10584,PVLP(R),2,LPLC2,DNp06
23878,10601,PVLP(R),1,LPLC2,DNpe025
23878,10732,PVLP(R),14,LPLC2,DNpe056
23878,10923,PVLP(R),28,LPLC2,DNg40
23878,11137,PVLP(R),23,LPLC2,DNp04
23878,11159,PVLP(R),2,LPLC2,DNp71
23878,12628,PVLP(R),6,LPLC2,DNpe042
23878,575082,PVLP(R),2,LPLC2,DNpe021
23919,10010,PVLP(L),47,LPLC2,DNp01
23919,10091,PVLP(L),11,LPLC2,DNpe042
23919,10223,PVLP(L),15,LPLC2,DNpe056
23919,10228,PVLP(L),13,LPLC2,DNp06
23919,10234,PVLP(L),1,LPLC2,DNp35
23919,10259,LO(L),2,LPLC2,DNp11
23919,10361,PVLP(L),37,LPLC2,DNg40
23919,10417,PVLP(L),15,LPLC2,DNp103
23919,10449,PVLP(L),2,LPLC2,DNpe025
23919,10580,PVLP(L),6,LPLC2,DNp70
23919,10783,PVLP(L),10,LPLC2,DNp09
23919,10931,PVLP(L),11,LPLC2,DNpe045
23919,11133,PVLP(L),1,LPLC2,DNp70
23919,519771,PVLP(L),6,LPLC2,DNp71
23919,531898,PVLP(L),14,LPLC2,DNp04
23919,536048,PVLP(L),1,LPLC2,DNp27
23929,10001,PVLP(R),56,LC4,DNp01
23929,10106,PVLP(R),45,LC4,DNp11
23929,10106,PLP(R),8,LC4,DNp11
23929,10106,CentralBrain-unspecified,2,LC4,DNp11
23929,10117,PVLP(R),9,LC4,DNp02
23929,10143,PVLP(R),1,LC4,DNp30
23929,10584,PVLP(R),8,LC4,DNp06
23929,10584,PLP(R),1,LC4,DNp06
23929,10923,PVLP(R),33,LC4,DNg40
23929,10957,PVLP(R),2,LC4,DNp69
23929,10989,PLP(R),6,LC4,DNp03
23929,10989,PVLP(R),5,LC4,DNp03
23929,10989,CentralBrain-unspecified,2,LC4,DNp03
23929,11137,PVLP(R),116,LC4,DNp04
23929,11137,PLP(R),6,LC4,DNp04
23929,575082,PVLP(R),1,LC4,DNpe021
24118,10001,PVLP(R),35,LPLC2,DNp01
24118,10106,PVLP(R),1,LPLC2,DNp11
24118,10283,PVLP(R),27,LPLC2,DNp103
24118,10558,PVLP(R),7,LPLC2,DNp35
24118,10584,PVLP(R),5,LPLC2,DNp06
24118,10601,PVLP(R),1,LPLC2,DNpe025
24118,10732,PVLP(R),16,LPLC2,DNpe056
24118,10923,PVLP(R),26,LPLC2,DNg40
24118,11137,PVLP(R),13,LPLC2,DNp04
24118,11159,PVLP(R),1,LPLC2,DNp71
24118,11334,PVLP(R),4,LPLC2,DNpe045
24118,12628,PVLP(R),1,LPLC2,DNpe042
24187,10001,PVLP(R),48,LPLC2,DNp01
24187,10283,PVLP(R),29,LPLC2,DNp103
24187,10558,PVLP(R),1,LPLC2,DNp35
24187,10584,PVLP(R),7,LPLC2,DNp06
24187,10601,PVLP(R),4,LPLC2,DNpe025
24187,10732,PVLP(R),19,LPLC2,DNpe056
24187,10923,PVLP(R),57,LPLC2,DNg40
24187,10957,PVLP(R),2,LPLC2,DNp69
24187,11020,PVLP(R),1,LPLC2,DNp05
24187,11133,PVLP(R),2,LPLC2,DNp70
24187,11137,PVLP(R),11,LPLC2,DNp04
24187,11159,PVLP(R),10,LPLC2,DNp71
24187,11177,PVLP(R),1,LPLC2,DNp09
24187,11334,PVLP(R),3,LPLC2,DNpe045
24187,12628,PVLP(R),7,LPLC2,DNpe042
24268,10001,PVLP(R),29,LPLC2,DNp01
24268,10283,PVLP(R),40,LPLC2,DNp103
24268,10558,PVLP(R),2,LPLC2,DNp35
24268,10584,PVLP(R),25,LPLC2,DNp06
24268,10601,PVLP(R),2,LPLC2,DNpe025
24268,10732,PVLP(R),19,LPLC2,DNpe056
24268,10923,PVLP(R),40,LPLC2,DNg40
24268,10957,PVLP(R),4,LPLC2,DNp69
