bodyId,instance,type,pre,post,downstream,upstream,size,status,statusLabel,somaLocation,roiInfo,hemibrainType,dimorphism,entryNerve,superclass,fruDsx,mancBodyid,receptorType,mancType,group,predictedNtConfidence,itoleeHl,celltypePredictedNtConfidence,assignedOlHex2,celltypePredictedNt,subclass,celltypeTotalNtPredictions,locationType,mancGroup,exitNerve,rootSide,mcnsSerial,predictedNt,trumanHl,assignedOlHex1,birthtime,somaSide,mancSerial,totalNtPredictions,class,supertype,serialMotif,matchingNotes,synweight,synonyms,somaNeuromere,consensusNt,vfbId,flywireType,tosomaLocation,inputRois,outputRois
10001,DNp01(GF)_R,DNp01,1015,18582,4491,18582,106999248062,Traced,Roughly traced,"[37124, 22258, 36274]","{'AMMC(R)': {'post': 1635, 'pre': 13, 'downstream': 59, 'upstream': 1635, 'synweight': 1694}, 'CV': {'post': 864, 'pre': 46, 'downstream': 224, 'upstream': 864, 'synweight': 1088}, 'CV-unspecified': {'post': 864, 'pre': 46, 'downstream': 224, 'upstream': 864, 'synweight': 1088}, 'CentralBrain': {'post': 16135, 'pre': 314, 'downstream': 1429, 'upstream': 16135, 'synweight': 17564}, 'CentralBrain-unspecified': {'post': 810, 'pre': 138, 'downstream': 690, 'upstream': 810, 'synweight': 1500}, 'EPA(R)': {'post': 376, 'pre': 4, 'downstream': 19, 'upstream': 376, 'synweight': 395}, 'GOR(R)': {'post': 1772, 'pre': 39, 'downstream': 168, 'upstream': 1772, 'synweight': 1940}, 'IB': {'post': 185, 'pre': 3, 'downstream': 12, 'upstream': 185, 'synweight': 197}, 'ICL(R)': {'post': 570, 'pre': 12, 'downstream': 55, 'upstream': 570, 'synweight': 625}, 'INP': {'post': 755, 'pre': 15, 'downstream': 67, 'upstream': 755, 'synweight': 822}, 'IPS(R)': {'post': 3, 'upstream': 3, 'synweight': 3}, 'IntTct': {'post': 218, 'pre': 123, 'downstream': 468, 'upstream': 218, 'synweight': 686}, 'LTct': {'post': 974, 'pre': 329, 'downstream': 1384, 'upstream': 974, 'synweight': 2358}, 'PENP': {'post': 3207, 'pre': 69, 'downstream': 289, 'upstream': 3207, 'synweight': 3496}, 'PLP(R)': {'post': 21, 'pre': 3, 'downstream': 8, 'upstream': 21, 'synweight': 29}, 'PVLP(R)': {'post': 7897, 'pre': 36, 'downstream': 153, 'upstream': 7897, 'synweight': 8050}, 'SAD': {'post': 3207, 'pre': 69, 'downstream': 289, 'upstream': 3207, 'synweight': 3496}, 'SAD(-AMMC)': {'post': 1572, 'pre': 56, 'downstream': 230, 'upstream': 1572, 'synweight': 1802}, 'SPS(R)': {'post': 6, 'pre': 1, 'downstream': 2, 'upstream': 6, 'synweight': 8}, 'VES(R)': {'post': 3, 'upstream': 3, 'synweight': 3}, 'VLNP(R)': {'post': 9203, 'pre': 48, 'downstream': 194, 'upstream': 9203, 'synweight': 9397}, 'VMNP': {'post': 2160, 'pre': 44, 'downstream': 189, 'upstream': 2160, 'synweight': 2349}, 'VNC': {'post': 1583, 'pre': 655, 'downstream': 2838, 'upstream': 1583, 'synweight': 4421}, 'VNC-unspecified': {'post': 391, 'pre': 203, 'downstream': 986, 'upstream': 391, 'synweight': 1377}, 'WED(R)': {'post': 1285, 'pre': 9, 'downstream': 33, 'upstream': 1285, 'synweight': 1318}}",Giant Fiber,,,descending_neuron,,10000.0,,DNp01,10001.0,0.5004955530166626,putative_primary,0.5282633304595947,,acetylcholine,lt,1991,,10000.0,,,,acetylcholine,,,early,R,,1015,,,,,23073,Kennedy and Broadie 2018: GF,,acetylcholine,VFB_jrmc30my,DNp01,,"['AMMC(R)', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(R)', 'GOR(R)', 'IB', 'ICL(R)', 'INP', 'IPS(R)', 'IntTct', 'LTct', 'PENP', 'PLP(R)', 'PVLP(R)', 'SAD', 'SAD(-AMMC)', 'SPS(R)', 'VES(R)', 'VLNP(R)', 'VMNP', 'VNC', 'VNC-unspecified', 'WED(R)']","['AMMC(R)', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(R)', 'GOR(R)', 'IB', 'ICL(R)', 'INP', 'IntTct', 'LTct', 'PENP', 'PLP(R)', 'PVLP(R)', 'SAD', 'SAD(-AMMC)', 'SPS(R)', 'VLNP(R)', 'VMNP', 'VNC', 'VNC-unspecified', 'WED(R)']"
10010,DNp01(GF)_L,DNp01,976,24896,4382,24896,90872400261,Traced,Roughly traced,"[58238, 22234, 36276]","{'AMMC(L)': {'post': 2671, 'pre': 14, 'downstream': 64, 'upstream': 2671, 'synweight': 2735}, 'AVLP(L)': {'post': 10, 'upstream': 10, 'synweight': 10}, 'CV': {'post': 860, 'pre': 133, 'downstream': 547, 'upstream': 860, 'synweight': 1407}, 'CV-unspecified': {'post': 860, 'pre': 133, 'downstream': 547, 'upstream': 860, 'synweight': 1407}, 'CentralBrain': {'post': 21295, 'pre': 268, 'downstream': 1241, 'upstream': 21295, 'synweight': 22536}, 'CentralBrain-unspecified': {'post': 1156, 'pre': 122, 'downstream': 618, 'upstream': 1156, 'synweight': 1774}, 'EPA(L)': {'post': 657, 'pre': 6, 'downstream': 23, 'upstream': 657, 'synweight': 680}, 'GOR(L)': {'post': 1965, 'pre': 28, 'downstream': 128, 'upstream': 1965, 'synweight': 2093}, 'ICL(L)': {'post': 649, 'pre': 4, 'downstream': 13, 'upstream': 649, 'synweight': 662}, 'INP': {'post': 649, 'pre': 4, 'downstream': 13, 'upstream': 649, 'synweight': 662}, 'IntTct': {'post': 146, 'pre': 59, 'downstream': 206, 'upstream': 146, 'synweight': 352}, 'LTct': {'post': 1238, 'pre': 324, 'downstream': 1478, 'upstream': 1238, 'synweight': 2716}, 'PENP': {'post': 4959, 'pre': 63, 'downstream': 282, 'upstream': 4959, 'synweight': 5241}, 'PLP(L)': {'post': 8, 'upstream': 8, 'synweight': 8}, 'PVLP(L)': {'post': 10384, 'pre': 39, 'downstream': 153, 'upstream': 10384, 'synweight': 10537}, 'SAD': {'post': 4959, 'pre': 63, 'downstream': 282, 'upstream': 4959, 'synweight': 5241}, 'SAD(-AMMC)': {'post': 2288, 'pre': 49, 'downstream': 218, 'upstream': 2288, 'synweight': 2506}, 'SPS(L)': {'post': 8, 'upstream': 8, 'synweight': 8}, 'VLNP(L)': {'post': 11901, 'pre': 45, 'downstream': 177, 'upstream': 11901, 'synweight': 12078}, 'VMNP': {'post': 2630, 'pre': 34, 'downstream': 151, 'upstream': 2630, 'synweight': 2781}, 'VNC': {'post': 2741, 'pre': 575, 'downstream': 2594, 'upstream': 2741, 'synweight': 5335}, 'VNC-unspecified': {'post': 1357, 'pre': 192, 'downstream': 910, 'upstream': 1357, 'synweight': 2267}, 'WED(L)': {'post': 1499, 'pre': 6, 'downstream': 24, 'upstream': 1499, 'synweight': 1523}}",Giant Fiber,,,descending_neuron,,10002.0,,DNp01,10001.0,0.5571407079696655,putative_primary,0.5282633304595947,,acetylcholine,lt,1991,,10000.0,,,,acetylcholine,,,early,L,,976,,,,,29278,Kennedy and Broadie 2018: GF,,acetylcholine,VFB_jrmc30mz,DNp01,,"['AMMC(L)', 'AVLP(L)', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'GOR(L)', 'ICL(L)', 'INP', 'IntTct', 'LTct', 'PENP', 'PLP(L)', 'PVLP(L)', 'SAD', 'SAD(-AMMC)', 'SPS(L)', 'VLNP(L)', 'VMNP', 'VNC', 'VNC-unspecified', 'WED(L)']","['AMMC(L)', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(L)', 'GOR(L)', 'ICL(L)', 'INP', 'IntTct', 'LTct', 'PENP', 'PVLP(L)', 'SAD', 'SAD(-AMMC)', 'VLNP(L)', 'VMNP', 'VNC', 'VNC-unspecified', 'WED(L)']"
10026,DNp18_R,DNp18,2993,12103,18016,12103,29266722725,Traced,Prelim Roughly traced,"[40072, 21034, 37441]","{'ADMN(R)': {'post': 11, 'pre': 26, 'downstream': 101, 'upstream': 11, 'synweight': 112}, 'AMMC(L)': {'post': 10, 'upstream': 10, 'synweight': 10}, 'AMMC(R)': {'post': 3065, 'pre': 6, 'downstream': 16, 'upstream': 3065, 'synweight': 3081}, 'ANm': {'post': 16, 'pre': 193, 'downstream': 1385, 'upstream': 16, 'synweight': 1401}, 'CAN(R)': {'post': 107, 'upstream': 107, 'synweight': 107}, 'CV': {'post': 339, 'pre': 60, 'downstream': 213, 'upstream': 339, 'synweight': 552}, 'CV-unspecified': {'post': 339, 'pre': 60, 'downstream': 213, 'upstream': 339, 'synweight': 552}, 'CentralBrain': {'post': 11230, 'pre': 71, 'downstream': 244, 'upstream': 11230, 'synweight': 11474}, 'CentralBrain-unspecified': {'post': 1134, 'pre': 29, 'downstream': 110, 'upstream': 1134, 'synweight': 1244}, 'EPA(R)': {'post': 334, 'pre': 1, 'downstream': 3, 'upstream': 334, 'synweight': 337}, 'GNG': {'post': 188, 'upstream': 188, 'synweight': 188}, 'HTct(UTct-T3)(R)': {'post': 2, 'pre': 20, 'downstream': 162, 'upstream': 2, 'synweight': 164}, 'IPS(R)': {'post': 1550, 'pre': 12, 'downstream': 43, 'upstream': 1550, 'synweight': 1593}, 'IntTct': {'post': 123, 'pre': 805, 'downstream': 4673, 'upstream': 123, 'synweight': 4796}, 'LAL(-GA)(R)': {'post': 183, 'upstream': 183, 'synweight': 183}, 'LAL(R)': {'post': 183, 'upstream': 183, 'synweight': 183}, 'LTct': {'post': 26, 'pre': 210, 'downstream': 1364, 'upstream': 26, 'synweight': 1390}, 'LX(R)': {'post': 183, 'upstream': 183, 'synweight': 183}, 'LegNp(T1)(R)': {'post': 15, 'pre': 190, 'downstream': 1370, 'upstream': 15, 'synweight': 1385}, 'LegNp(T2)(R)': {'post': 39, 'pre': 326, 'downstream': 1942, 'upstream': 39, 'synweight': 1981}, 'LegNp(T3)(L)': {'post': 10, 'pre': 28, 'downstream': 181, 'upstream': 10, 'synweight': 191}, 'LegNp(T3)(R)': {'post': 69, 'pre': 692, 'downstream': 4377, 'upstream': 69, 'synweight': 4446}, 'MetaLN(R)': {'post': 2, 'pre': 14, 'downstream': 68, 'upstream': 2, 'synweight': 70}, 'NTct(UTct-T1)(R)': {'post': 5, 'pre': 69, 'downstream': 396, 'upstream': 5, 'synweight': 401}, 'PENP': {'post': 4145, 'pre': 9, 'downstream': 29, 'upstream': 4145, 'synweight': 4174}, 'PLP(R)': {'post': 183, 'pre': 1, 'downstream': 4, 'upstream': 183, 'synweight': 187}, 'SAD': {'post': 4038, 'pre': 9, 'downstream': 29, 'upstream': 4038, 'synweight': 4067}, 'SAD(-AMMC)': {'post': 963, 'pre': 3, 'downstream': 13, 'upstream': 963, 'synweight': 976}, 'SPS(R)': {'post': 2770, 'pre': 18, 'downstream': 50, 'upstream': 2770, 'synweight': 2820}, 'VES(R)': {'post': 730, 'pre': 1, 'downstream': 5, 'upstream': 730, 'synweight': 735}, 'VLNP(R)': {'post': 196, 'pre': 1, 'downstream': 4, 'upstream': 196, 'synweight': 200}, 'VMNP': {'post': 5384, 'pre': 32, 'downstream': 101, 'upstream': 5384, 'synweight': 5485}, 'VNC': {'post': 534, 'pre': 2862, 'downstream': 17559, 'upstream': 534, 'synweight': 18093}, 'VNC-unspecified': {'post': 155, 'pre': 62, 'downstream': 289, 'upstream': 155, 'synweight': 444}, 'WED(R)': {'post': 13, 'upstream': 13, 'synweight': 13}, 'WTct(UTct-T2)(L)': {'post': 2, 'pre': 6, 'downstream': 30, 'upstream': 2, 'synweight': 32}, 'WTct(UTct-T2)(R)': {'post': 59, 'pre': 221, 'downstream': 1221, 'upstream': 59, 'synweight': 1280}}",DNp18,,,descending_neuron,,10012.0,,DNp18,10026.0,0.9429540038108826,putative_primary,0.9141888618469238,,acetylcholine,xn,6494,,10012.0,,,,acetylcholine,,,early,R,,2993,,,,,30119,Matsuo 2016: AMMC-Di3,,acetylcholine,VFB_jrmc30og,DNp18,,"['ADMN(R)', 'AMMC(L)', 'AMMC(R)', 'ANm', 'CAN(R)', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(R)', 'GNG', 'HTct(UTct-T3)(R)', 'IPS(R)', 'IntTct', 'LAL(-GA)(R)', 'LAL(R)', 'LTct', 'LX(R)', 'LegNp(T1)(R)', 'LegNp(T2)(R)', 'LegNp(T3)(L)', 'LegNp(T3)(R)', 'MetaLN(R)', 'NTct(UTct-T1)(R)', 'PENP', 'PLP(R)', 'SAD', 'SAD(-AMMC)', 'SPS(R)', 'VES(R)', 'VLNP(R)', 'VMNP', 'VNC', 'VNC-unspecified', 'WED(R)', 'WTct(UTct-T2)(L)', 'WTct(UTct-T2)(R)']","['ADMN(R)', 'AMMC(R)', 'ANm', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'EPA(R)', 'HTct(UTct-T3)(R)', 'IPS(R)', 'IntTct', 'LTct', 'LegNp(T1)(R)', 'LegNp(T2)(R)', 'LegNp(T3)(L)', 'LegNp(T3)(R)', 'MetaLN(R)', 'NTct(UTct-T1)(R)', 'PENP', 'PLP(R)', 'SAD', 'SAD(-AMMC)', 'SPS(R)', 'VES(R)', 'VLNP(R)', 'VMNP', 'VNC', 'VNC-unspecified', 'WTct(UTct-T2)(L)', 'WTct(UTct-T2)(R)']"
10033,DNg56_R,DNg56,1654,4622,9775,4622,3444006847,Traced,Prelim Roughly traced,"[48063, 44213, 38598]","{'AMMC(R)': {'post': 505, 'pre': 148, 'downstream': 813, 'upstream': 505, 'synweight': 1318}, 'CV': {'post': 7, 'pre': 3, 'downstream': 6, 'upstream': 7, 'synweight': 13}, 'CV-unspecified': {'post': 7, 'pre': 3, 'downstream': 6, 'upstream': 7, 'synweight': 13}, 'CentralBrain': {'post': 4538, 'pre': 622, 'downstream': 3588, 'upstream': 4538, 'synweight': 8126}, 'CentralBrain-unspecified': {'post': 85, 'pre': 12, 'downstream': 49, 'upstream': 85, 'synweight': 134}, 'GNG': {'post': 1793, 'pre': 109, 'downstream': 650, 'upstream': 1793, 'synweight': 2443}, 'IPS(R)': {'post': 4, 'upstream': 4, 'synweight': 4}, 'LTct': {'post': 6, 'pre': 98, 'downstream': 538, 'upstream': 6, 'synweight': 544}, 'LegNp(T1)(R)': {'post': 8, 'pre': 52, 'downstream': 295, 'upstream': 8, 'synweight': 303}, 'LegNp(T2)(R)': {'pre': 4, 'downstream': 29, 'synweight': 29}, 'LegNp(T3)(R)': {'post': 10, 'pre': 75, 'downstream': 482, 'upstream': 10, 'synweight': 492}, 'Ov(R)': {'post': 15, 'pre': 219, 'downstream': 1263, 'upstream': 15, 'synweight': 1278}, 'PENP': {'post': 929, 'pre': 437, 'downstream': 2650, 'upstream': 929, 'synweight': 3579}, 'PLP(R)': {'post': 1, 'upstream': 1, 'synweight': 1}, 'PVLP(R)': {'post': 177, 'pre': 14, 'downstream': 38, 'upstream': 177, 'synweight': 215}, 'SAD': {'post': 929, 'pre': 437, 'downstream': 2650, 'upstream': 929, 'synweight': 3579}, 'SAD(-AMMC)': {'post': 424, 'pre': 289, 'downstream': 1837, 'upstream': 424, 'synweight': 2261}, 'VLNP(R)': {'post': 1727, 'pre': 64, 'downstream': 239, 'upstream': 1727, 'synweight': 1966}, 'VMNP': {'post': 4, 'upstream': 4, 'synweight': 4}, 'VNC': {'post': 77, 'pre': 1029, 'downstream': 6181, 'upstream': 77, 'synweight': 6258}, 'VNC-unspecified': {'post': 14, 'pre': 197, 'downstream': 1220, 'upstream': 14, 'synweight': 1234}, 'WED(R)': {'post': 1549, 'pre': 50, 'downstream': 201, 'upstream': 1549, 'synweight': 1750}, 'mVAC(T1)(R)': {'post': 8, 'pre': 125, 'downstream': 752, 'upstream': 8, 'synweight': 760}, 'mVAC(T2)(R)': {'post': 13, 'pre': 224, 'downstream': 1348, 'upstream': 13, 'synweight': 1361}, 'mVAC(T3)(R)': {'post': 3, 'pre': 35, 'downstream': 254, 'upstream': 3, 'synweight': 257}}",,,,descending_neuron,,17621.0,,DNg56,10033.0,0.8807777762413025,LB3,0.8803444504737854,,gaba,xn,3262,,16837.0,,,,gaba,03B_put1,,early,R,,1654,,10033,,,14397,,LB,gaba,VFB_jrmc37ye,DNg56,,"['AMMC(R)', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'GNG', 'IPS(R)', 'LTct', 'LegNp(T1)(R)', 'LegNp(T3)(R)', 'Ov(R)', 'PENP', 'PLP(R)', 'PVLP(R)', 'SAD', 'SAD(-AMMC)', 'VLNP(R)', 'VMNP', 'VNC', 'VNC-unspecified', 'WED(R)', 'mVAC(T1)(R)', 'mVAC(T2)(R)', 'mVAC(T3)(R)']","['AMMC(R)', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'GNG', 'LTct', 'LegNp(T1)(R)', 'LegNp(T2)(R)', 'LegNp(T3)(R)', 'Ov(R)', 'PENP', 'PVLP(R)', 'SAD', 'SAD(-AMMC)', 'VLNP(R)', 'VNC', 'VNC-unspecified', 'WED(R)', 'mVAC(T1)(R)', 'mVAC(T2)(R)', 'mVAC(T3)(R)']"
10045,DNg100_L,DNg100,7035,21592,51033,21592,16688976137,Traced,Prelim Roughly traced,"[60784, 39259, 24368]","{'ADMN(R)': {'pre': 1, 'downstream': 3, 'synweight': 3}, 'AMMC(L)': {'post': 186, 'pre': 1, 'downstream': 3, 'upstream': 186, 'synweight': 189}, 'AMMC(R)': {'post': 199, 'pre': 2, 'downstream': 7, 'upstream': 199, 'synweight': 206}, 'ANm': {'post': 33, 'pre': 175, 'downstream': 1185, 'upstream': 33, 'synweight': 1218}, 'CAN(L)': {'post': 140, 'pre': 1, 'downstream': 4, 'upstream': 140, 'synweight': 144}, 'CAN(R)': {'post': 166, 'pre': 3, 'downstream': 15, 'upstream': 166, 'synweight': 181}, 'CV': {'post': 15, 'pre': 16, 'downstream': 55, 'upstream': 15, 'synweight': 70}, 'CV-unspecified': {'post': 15, 'pre': 16, 'downstream': 55, 'upstream': 15, 'synweight': 70}, 'CentralBrain': {'post': 21075, 'pre': 1990, 'downstream': 14848, 'upstream': 21075, 'synweight': 35923}, 'CentralBrain-unspecified': {'post': 441, 'pre': 47, 'downstream': 243, 'upstream': 441, 'synweight': 684}, 'FLA(L)': {'post': 728, 'pre': 5, 'downstream': 25, 'upstream': 728, 'synweight': 753}, 'FLA(R)': {'post': 697, 'pre': 4, 'downstream': 19, 'upstream': 697, 'synweight': 716}, 'GNG': {'post': 12179, 'pre': 974, 'downstream': 6772, 'upstream': 12179, 'synweight': 18951}, 'HTct(UTct-T3)(R)': {'post': 3, 'pre': 7, 'downstream': 56, 'upstream': 3, 'synweight': 59}, 'IPS(L)': {'post': 122, 'pre': 1, 'downstream': 4, 'upstream': 122, 'synweight': 126}, 'IPS(R)': {'post': 126, 'pre': 5, 'downstream': 27, 'upstream': 126, 'synweight': 153}, 'IntTct': {'pre': 4, 'downstream': 46, 'synweight': 46}, 'LAL(-GA)(R)': {'post': 1, 'pre': 31, 'downstream': 281, 'upstream': 1, 'synweight': 282}, 'LAL(R)': {'post': 1, 'pre': 31, 'downstream': 281, 'upstream': 1, 'synweight': 282}, 'LTct': {'post': 19, 'pre': 193, 'downstream': 1525, 'upstream': 19, 'synweight': 1544}, 'LX(R)': {'post': 1, 'pre': 31, 'downstream': 281, 'upstream': 1, 'synweight': 282}, 'LegNp(T1)(R)': {'post': 164, 'pre': 1770, 'downstream': 12307, 'upstream': 164, 'synweight': 12471}, 'LegNp(T2)(R)': {'post': 98, 'pre': 1377, 'downstream': 10136, 'upstream': 98, 'synweight': 10234}, 'LegNp(T3)(R)': {'post': 155, 'pre': 1307, 'downstream': 9538, 'upstream': 155, 'synweight': 9693}, 'MesoAN(R)': {'pre': 2, 'downstream': 17, 'synweight': 17}, 'NTct(UTct-T1)(R)': {'post': 2, 'pre': 25, 'downstream': 158, 'upstream': 2, 'synweight': 160}, 'Ov(R)': {'pre': 6, 'downstream': 49, 'synweight': 49}, 'PENP': {'post': 4188, 'pre': 77, 'downstream': 461, 'upstream': 4188, 'synweight': 4649}, 'SAD': {'post': 2457, 'pre': 64, 'downstream': 398, 'upstream': 2457, 'synweight': 2855}, 'SAD(-AMMC)': {'post': 2072, 'pre': 61, 'downstream': 388, 'upstream': 2072, 'synweight': 2460}, 'VES(L)': {'post': 1712, 'pre': 13, 'downstream': 56, 'upstream': 1712, 'synweight': 1768}, 'VES(R)': {'post': 2044, 'pre': 385, 'downstream': 3304, 'upstream': 2044, 'synweight': 5348}, 'VLNP(L)': {'post': 75, 'pre': 1, 'downstream': 7, 'upstream': 75, 'synweight': 82}, 'VLNP(R)': {'post': 187, 'pre': 456, 'downstream': 3693, 'upstream': 187, 'synweight': 3880}, 'VMNP': {'post': 4004, 'pre': 404, 'downstream': 3391, 'upstream': 4004, 'synweight': 7395}, 'VNC': {'post': 502, 'pre': 5029, 'downstream': 36130, 'upstream': 502, 'synweight': 36632}, 'VNC-unspecified': {'post': 26, 'pre': 135, 'downstream': 974, 'upstream': 26, 'synweight': 1000}, 'WED(L)': {'post': 75, 'pre': 1, 'downstream': 7, 'upstream': 75, 'synweight': 82}, 'WED(R)': {'post': 187, 'pre': 456, 'downstream': 3693, 'upstream': 187, 'synweight': 3880}, 'WTct(UTct-T2)(R)': {'post': 2, 'pre': 27, 'downstream': 136, 'upstream': 2, 'synweight': 138}}",,,,descending_neuron,,10339.0,,DNg100,10045.0,0.9529439806938171,putative_primary,0.9545301198959351,,acetylcholine,xl,14507,,10093.0,,,,acetylcholine,,,early,L,,7035,,,,,72625,Sapkal 2024: BDN2,,acetylcholine,VFB_jrmc37t0,DNg100,,"['AMMC(L)', 'AMMC(R)', 'ANm', 'CAN(L)', 'CAN(R)', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'FLA(L)', 'FLA(R)', 'GNG', 'HTct(UTct-T3)(R)', 'IPS(L)', 'IPS(R)', 'LAL(-GA)(R)', 'LAL(R)', 'LTct', 'LX(R)', 'LegNp(T1)(R)', 'LegNp(T2)(R)', 'LegNp(T3)(R)', 'NTct(UTct-T1)(R)', 'PENP', 'SAD', 'SAD(-AMMC)', 'VES(L)', 'VES(R)', 'VLNP(L)', 'VLNP(R)', 'VMNP', 'VNC', 'VNC-unspecified', 'WED(L)', 'WED(R)', 'WTct(UTct-T2)(R)']","['ADMN(R)', 'AMMC(L)', 'AMMC(R)', 'ANm', 'CAN(L)', 'CAN(R)', 'CV', 'CV-unspecified', 'CentralBrain', 'CentralBrain-unspecified', 'FLA(L)', 'FLA(R)', 'GNG', 'HTct(UTct-T3)(R)', 'IPS(L)', 'IPS(R)', 'IntTct', 'LAL(-GA)(R)', 'LAL(R)', 'LTct', 'LX(R)', 'LegNp(T1)(R)', 'LegNp(T2)(R)', 'LegNp(T3)(R)', 'MesoAN(R)', 'NTct(UTct-T1)(R)', 'Ov(R)', 'PENP', 'SAD', 'SAD(-AMMC)', 'VES(L)', 'VES(R)', 'VLNP(L)', 'VLNP(R)', 'VMNP', 'VNC', 'VNC-unspecified', 'WED(L)', 'WED(R)', 'WTct(UTct-T2)(R)']"
